week,year,region,rainfall,y,mu_true,amp_true,beta_true
0,1,coastal,-0.10216706192193013,3.7624331490156955,3.437836829614378,1.4,-0.37034273965214537
1,1,coastal,0.5501481283002753,3.655711224576014,3.5007097236548192,1.4,-0.3368298366769955
2,1,coastal,-0.9157487718350367,4.563563202045934,4.236020476241024,1.4,-0.29840519620835787
3,1,coastal,-0.4176202815548281,4.743548506654688,4.328132856159596,1.4,-0.2556291360290201
4,1,coastal,0.39389901355065043,4.182366303308187,4.371500235580191,1.4,-0.20912542741969584
5,1,coastal,0.6802501019249132,4.720126210932615,4.544899599590281,1.4,-0.15957219916914103
6,1,coastal,-0.9463461405223031,4.7638099507181515,4.916713024714437,1.4,-0.10769204892940099
7,1,coastal,0.2838847155923668,5.160123524595043,4.918944061210859,1.4,-0.05424150611489537
8,1,coastal,1.1289816030796975,4.847371542364371,5.010335371166972,1.4,0.0
9,1,coastal,0.7254948706656825,5.135149871746939,5.082252464665923,1.4,0.05424150611489537
10,1,coastal,-0.5465207826261197,4.719339467291194,4.975096899434064,1.4,0.10769204892940099
11,1,coastal,-0.6651473363403025,4.851881329535614,4.880893875466602,1.4,0.15957219916914103
12,1,coastal,0.5556797725090507,5.345111016925631,5.023263869172613,1.4,0.20912542741969584
13,1,coastal,1.6465703818720527,5.172772111973182,5.220911364128926,1.4,0.2556291360290201
14,1,coastal,0.8724268374685471,5.356702321873807,4.932864449848611,1.4,0.29840519620835787
15,1,coastal,0.8405184569664392,4.5243297367936055,4.814715884679033,1.4,0.3368298366769955
16,1,coastal,-0.2768577998594336,4.154944150049866,4.281560361127583,1.4,0.37034273965214537
17,1,coastal,-0.8639669606676549,3.5451145479666315,3.892124203546793,1.4,0.3984552115439445
18,1,coastal,0.8012881666886422,4.154530230873245,4.43116730625174,1.4,0.4207573092084367
19,1,coastal,3.065888698072638,5.141009654534094,5.301047494171183,1.4,0.4369238178417234
20,1,coastal,-1.242439672201458,3.4451784414887836,3.2869229735724277,1.4,0.4467189933441243
21,1,coastal,0.788395675897021,3.652835795336786,4.091910740661424,1.4,0.45
22,1,coastal,1.3948053010037371,4.220539133299994,4.2704363665488225,1.4,0.4467189933441243
23,1,coastal,0.17079303540516785,3.981326504760362,3.646140284411563,1.4,0.43692381784172346
24,1,coastal,0.24402856948987567,3.3867673364102577,3.610004379969678,1.4,0.4207573092084367
25,1,coastal,0.41460803177489747,3.468237476323879,3.616689407865234,1.4,0.3984552115439445
26,1,coastal,0.9161788185674922,3.934071969886834,3.739300173679551,1.4,0.3703427396521454
27,1,coastal,-0.3175186628107569,2.9527945274614433,3.2415635638070057,1.4,0.3368298366769956
28,1,coastal,-0.3408776422620863,2.8683113696609404,3.1909527645766054,1.4,0.29840519620835787
29,1,coastal,-0.7075476983171854,3.1663828076056157,3.0476134538582955,1.4,0.2556291360290201
30,1,coastal,-0.657266036215328,3.065413311456074,3.015198612674636,1.4,0.20912542741969609
31,1,coastal,0.3864852561805743,2.9018473172625763,3.124539615767419,1.4,0.15957219916914114
32,1,coastal,-0.9412893391954735,3.1245563650961237,2.856686249197571,1.4,0.10769204892940096
33,1,coastal,0.7483172930967553,2.8003603438286766,2.8791021578978944,1.4,0.05424150611489539
34,1,coastal,2.1378992613258982,2.944088994737459,2.7059805466647338,1.4,-1.4473103847089729e-16
35,1,coastal,-0.5900665683541598,2.32506335580874,2.595629757748976,1.4,-0.054241506114895276
36,1,coastal,0.430765765236892,1.9089999310521355,2.3695173149114073,1.4,-0.10769204892940085
37,1,coastal,-1.1308032076151855,2.445867906756439,2.4488405645716482,1.4,-0.15957219916914103
38,1,coastal,1.3261533395009386,1.8759910311892147,1.8501398678164378,1.4,-0.20912542741969564
39,1,coastal,0.3812111995793091,1.9849720801048099,1.902551310406955,1.4,-0.25562913602902004
40,1,coastal,1.5570138908679483,1.5836935598523796,1.4283218651582321,1.4,-0.29840519620835776
41,1,coastal,0.003934916160212673,2.3033286897248937,1.8116417041344988,1.4,-0.3368298366769955
42,1,coastal,-1.1515742160519,2.1523407818113043,2.1925243077878616,1.4,-0.37034273965214537
43,1,coastal,-0.8325361424861681,2.07080100042932,2.08882783456992,1.4,-0.3984552115439443
44,1,coastal,-2.2816891301697466,2.5618908111849383,2.7497020076933882,1.4,-0.4207573092084366
45,1,coastal,-0.4171681249170208,1.9401211832820966,2.0479282940730297,1.4,-0.4369238178417234
46,1,coastal,-0.2594841245609738,1.7382114734364271,2.101117417067499,1.4,-0.4467189933441243
47,1,coastal,-1.8966924019112419,2.707992316572907,3.0000629765205873,1.4,-0.45
48,1,coastal,-1.3315278694783161,3.3263016134813492,2.9409442543138327,1.4,-0.4467189933441243
49,1,coastal,1.0658197198175519,1.5914645427112006,2.112941034488779,1.4,-0.43692381784172346
50,1,coastal,-1.5309446075789557,3.5434420545509493,3.48139984932806,1.4,-0.4207573092084367
51,1,coastal,-0.028923125626355895,2.9935456573024064,3.1255085422816045,1.4,-0.3984552115439446
52,1,coastal,-0.569232016067663,3.6315626633398423,3.6108109443282137,1.4,-0.37034273965214565
0,2,coastal,-0.06075140030950857,3.7236087484089815,3.4224988400283274,1.4,-0.37034273965214537
1,2,coastal,0.9905461902764369,3.6403749707161333,3.3523705163665234,1.4,-0.3368298366769955
2,2,coastal,1.3742467799171485,3.7517458110846107,3.5526739043041466,1.4,-0.29840519620835787
3,2,coastal,-0.05603823182347756,4.429737876493753,4.235701949183168,1.4,-0.2556291360290201
4,2,coastal,-1.631655422545503,4.689059849184022,4.79509517279066,1.4,-0.20912542741969584
5,2,coastal,-0.43271025004091446,4.631536298574617,4.722497130541528,1.4,-0.15957219916914103
6,2,coastal,0.8571883319281101,4.4903474173244,4.722486702061446,1.4,-0.10769204892940099
7,2,coastal,0.42264982158299985,4.448161894120625,4.911417232865734,1.4,-0.05424150611489537
8,2,coastal,-0.5991157252960105,5.339835248368183,5.010335371166972,1.4,0.0
9,2,coastal,-0.03647338677519749,5.045204553677064,5.040922158770588,1.4,0.05424150611489537
10,2,coastal,-0.5382813270325711,4.751263721538013,4.975984223288996,1.4,0.10769204892940099
11,2,coastal,0.45063616920453764,5.173563164384717,5.058941903243045,1.4,0.15957219916914103
12,2,coastal,0.02858478400309633,5.025575452107596,4.913034904410526,1.4,0.20912542741969584
13,2,coastal,-0.1978092686308171,4.81465250120354,4.749434187561372,1.4,0.2556291360290201
14,2,coastal,-0.4068264534622089,4.390992401614993,4.551128620568231,1.4,0.29840519620835787
15,2,coastal,0.8047102635703622,4.497721841697768,4.802654616745734,1.4,0.3368298366769955
16,2,coastal,0.16286254342348733,4.05051204507917,4.444407597739762,1.4,0.37034273965214537
17,2,coastal,-0.945491341185452,4.070087587485924,3.8596403892615854,1.4,0.3984552115439445
18,2,coastal,1.3641262084821297,4.4876748975047995,4.667985526236913,1.4,0.4207573092084367
19,2,coastal,0.23125608666212152,4.041867198486408,4.0625289914150455,1.4,0.4369238178417234
20,2,coastal,-0.16114173656733746,3.5885658891787595,3.7699592988839816,1.4,0.4467189933441243
21,2,coastal,1.0024830071314288,4.3525121290430855,4.188250039716908,1.4,0.45
22,2,coastal,1.4537952588239875,4.56339471126718,4.296788301123697,1.4,0.4467189933441243
23,2,coastal,1.0243012815101669,3.824749364137679,4.019058365859152,1.4,0.43692381784172346
24,2,coastal,-0.9616774632634345,2.7874361868180797,3.102694753932016,1.4,0.4207573092084367
25,2,coastal,0.21811712504150277,3.4708722998091135,3.538396582056318,1.4,0.3984552115439445
26,2,coastal,-0.06917956355773293,3.2114178125009847,3.374379850904089,1.4,0.3703427396521454
27,2,coastal,-1.3344322321832647,2.9711556830171526,2.8990367323206434,1.4,0.3368298366769956
28,2,coastal,0.3258540710910432,3.671139676104395,3.389908972318081,1.4,0.29840519620835787
29,2,coastal,-1.0458421554718138,3.1224053039731055,2.9611355340524517,1.4,0.2556291360290201
30,2,coastal,-1.8782639160443835,2.4448524221533856,2.7598569091768423,1.4,0.20912542741969609
31,2,coastal,0.38123853739686114,2.7599321004293143,3.1237023853126793,1.4,0.15957219916914114
32,2,coastal,1.5533703538232222,2.9929126012375384,3.1253412629203448,1.4,0.10769204892940096
33,2,coastal,-0.6581328234018751,3.0688445136708338,2.802814185303539,1.4,0.05424150611489539
34,2,coastal,0.5716436740828171,2.801263750797994,2.705980546664734,1.4,-1.4473103847089729e-16
35,2,coastal,0.6455367763889585,2.562020613754366,2.528608771369507,1.4,-0.054241506114895276
36,2,coastal,-0.42812559448327314,2.447534359421349,2.4620130852474307,1.4,-0.10769204892940085
37,2,coastal,0.33683618338862276,2.0766100838770982,2.2146461193619116,1.4,-0.15957219916914103
38,2,coastal,0.9104943373643635,1.9706261590337577,1.9370647342990932,1.4,-0.20912542741969564
39,2,coastal,0.8516750770278125,1.5684673612949946,1.7822870358819312,1.4,-0.25562913602902004
40,2,coastal,-2.662297959963127,2.7031663087348066,2.6873864458697283,1.4,-0.29840519620835776
41,2,coastal,-0.7403911843762722,2.1315704290528776,2.0623529430126277,1.4,-0.3368298366769955
42,2,coastal,0.011822062425827652,1.798200292549449,1.7616689427153098,1.4,-0.37034273965214537
43,2,coastal,-1.4885101232920264,2.173566695637506,2.3502040858592417,1.4,-0.3984552115439443
44,2,coastal,0.5143376913400305,1.5132394904719062,1.5732532858003168,1.4,-0.4207573092084366
45,2,coastal,1.301728605634067,1.0834658656092793,1.2969013720849922,1.4,-0.4369238178417234
46,2,coastal,1.276435621781185,1.4020364282376052,1.4149928941241674,1.4,-0.4467189933441243
47,2,coastal,-0.13751812458922266,2.4815411714434434,2.2084345517256785,1.4,-0.45
48,2,coastal,-1.3507903419453808,2.7323759641132126,2.9495491666236386,1.4,-0.4467189933441243
49,2,coastal,0.1964553338107748,2.7179375899663247,2.492787041118486,1.4,-0.43692381784172346
50,2,coastal,0.44255248523785456,2.7198438751795977,2.6510365228237864,1.4,-0.4207573092084367
51,2,coastal,1.7692971570157179,2.0847165346437966,2.4089982991588452,1.4,-0.3984552115439446
52,2,coastal,-0.2941132782255439,3.6858708819684187,3.508922717226123,1.4,-0.37034273965214565
0,3,coastal,1.8109466870516975,2.5584955635628637,2.7293290425532977,1.4,-0.37034273965214537
1,3,coastal,-1.2103843878712506,3.927082620777943,4.093709603541414,1.4,-0.3368298366769955
2,3,coastal,-0.5540015912767966,4.127744962510884,4.128073237848722,1.4,-0.29840519620835787
3,3,coastal,-1.7186554831289125,4.781045869700582,4.660715360681321,1.4,-0.2556291360290201
4,3,coastal,-0.532425971677572,4.550176344769366,4.5652183440455865,1.4,-0.20912542741969584
5,3,coastal,1.1767950120189412,4.437360677877026,4.465664836300332,1.4,-0.15957219916914103
6,3,coastal,-0.17501481730018928,4.726691686885155,4.833646774113222,1.4,-0.10769204892940099
7,3,coastal,-0.2060483721115074,5.037815342102769,4.945518769783438,1.4,-0.05424150611489537
8,3,coastal,-1.3369239035287348,5.032046433702486,5.010335371166972,1.4,0.0
9,3,coastal,0.2648656417432162,5.607401095558768,5.057267241528626,1.4,0.05424150611489537
10,3,coastal,0.7968930759309544,4.5651407136721405,5.119771890422228,1.4,0.10769204892940099
11,3,coastal,1.7301147986103755,5.497643048090524,5.263111121927253,1.4,0.15957219916914103
12,3,coastal,0.16353743688681988,4.983046595132063,4.941256935626257,1.4,0.20912542741969584
13,3,coastal,-0.08704597265658079,4.651445707861895,4.777748513214992,1.4,0.2556291360290201
14,3,coastal,1.0113499241925172,4.919090502472795,4.974319820800348,1.4,0.29840519620835787
15,3,coastal,0.158517236010547,5.239136932120356,4.584997524810948,1.4,0.3368298366769955
16,3,coastal,-0.2831992273182798,4.154818973181792,4.279211859509169,1.4,0.37034273965214537
17,3,coastal,0.983843883002213,4.482669933722299,4.628394064154465,1.4,0.3984552115439445
18,3,coastal,-0.4490635785538914,3.666655317892576,3.9050726703594187,1.4,0.4207573092084367
19,3,coastal,1.95068533731011,5.003283825625723,4.813788584116899,1.4,0.4369238178417234
20,3,coastal,-0.4956218924230709,3.386126621073595,3.6205406603665224,1.4,0.4467189933441243
21,3,coastal,0.33360999579411194,3.644708565380016,3.887257184615115,1.4,0.45
22,3,coastal,-0.3591060099962657,3.2291076332709063,3.4869308712840277,1.4,0.4467189933441243
23,3,coastal,0.2441137881486884,3.5273809505334546,3.678175867627291,1.4,0.43692381784172346
24,3,coastal,-0.44209173737053276,3.322852423811351,3.3213142458618257,1.4,0.4207573092084367
25,3,coastal,1.2970563966950606,4.272761100685611,3.9683055577861057,1.4,0.3984552115439445
26,3,coastal,-1.3543955045385851,2.9513417129281536,2.8984094582766304,1.4,0.3703427396521454
27,3,coastal,1.4435063276864724,4.01767220533407,3.8347293237402953,1.4,0.3368298366769956
28,3,coastal,-0.9290897080711056,3.3823966017453118,3.0154272276667418,1.4,0.29840519620835787
29,3,coastal,-0.382152850222894,3.4211742508713763,3.1307938577449335,1.4,0.2556291360290201
30,3,coastal,-0.6067237153322446,3.049864860268941,3.0257682971320947,1.4,0.20912542741969609
31,3,coastal,0.10263066661569271,3.172183192695939,3.0792443146662967,1.4,0.15957219916914114
32,3,coastal,-0.25122833241735737,2.7063545155132944,2.9310003329037913,1.4,0.10769204892940096
33,3,coastal,1.1504283347792799,3.4487836472637676,2.900913266424184,1.4,0.05424150611489539
34,3,coastal,0.41272181597110535,2.9473054982251927,2.705980546664734,1.4,-1.4473103847089729e-16
35,3,coastal,-0.7506686147957072,2.5450635649343907,2.6043410546331,1.4,-0.054241506114895276
36,3,coastal,1.2755312674460737,1.8097202358834796,2.278542787113626,1.4,-0.10769204892940085
37,3,coastal,1.6792995071139234,2.104904575834061,2.0004262944911506,1.4,-0.15957219916914103
38,3,coastal,-2.225033634606671,2.571633651195519,2.592783361623947,1.4,-0.20912542741969564
39,3,coastal,-1.4424981148863683,2.2582248715249644,2.368744546831892,1.4,-0.25562913602902004
40,3,coastal,0.17488087808214522,1.6049894473895736,1.8407575380246284,1.4,-0.29840519620835776
41,3,coastal,0.23322550910746184,1.5633080191391595,1.7344097911605054,1.4,-0.3368298366769955
42,3,coastal,0.7648590049213042,1.265727504789206,1.48278717837226,1.4,-0.37034273965214537
43,3,coastal,0.2258156450858847,1.8718239420889853,1.667122049164986,1.4,-0.3984552115439443
44,3,coastal,-0.2457509072360087,1.817323075115934,1.8930661192971825,1.4,-0.4207573092084366
45,3,coastal,-0.1483552748450917,2.1624578554243397,1.9304775573346877,1.4,-0.4369238178417234
46,3,coastal,1.6954010973391394,1.053360705188098,1.2278330586369757,1.4,-0.4467189933441243
47,3,coastal,1.8452544487910536,0.9778982644834344,1.3161868937045544,1.4,-0.45
48,3,coastal,0.4082059335434086,2.262410278135194,2.1637721211412226,1.4,-0.4467189933441243
49,3,coastal,0.8447006528295469,1.9660960324781716,2.209553221434778,1.4,-0.43692381784172346
50,3,coastal,-1.4037775012035596,3.1825448972335804,3.427893359829725,1.4,-0.4207573092084367
51,3,coastal,0.24922144216757275,3.2789481818771065,3.014680389681476,1.4,-0.3984552115439446
52,3,coastal,1.2652332151127315,3.102328089391296,2.9314300648162597,1.4,-0.37034273965214565
0,4,coastal,2.5772827563377607,2.520123667311015,2.4455220431596407,1.4,-0.37034273965214537
1,4,coastal,0.8311429041255608,3.14146317785217,3.406062299206499,1.4,-0.3368298366769955
2,4,coastal,0.03636029651051805,4.5758366236842996,3.951906182889612,1.4,-0.29840519620835787
3,4,coastal,-1.0186574340541419,4.235602908878043,4.481775464174338,1.4,-0.2556291360290201
4,4,coastal,0.2384577014596091,4.7228838958997335,4.404006966409908,1.4,-0.20912542741969584
5,4,coastal,0.1510518584767831,4.178038900597686,4.629344927093745,1.4,-0.15957219916914103
6,4,coastal,-2.2125146643501643,4.845411618864562,5.053069307335375,1.4,-0.10769204892940099
7,4,coastal,-0.3315395317531788,5.10262473945394,4.952325599286508,1.4,-0.05424150611489537
8,4,coastal,0.39008330248849005,4.809619373096403,5.010335371166972,1.4,0.0
9,4,coastal,0.14690302032906477,5.323693539586154,5.0508687712778615,1.4,0.05424150611489537
10,4,coastal,0.6367327982638986,5.085531592856283,5.102523901963161,1.4,0.10769204892940099
11,4,coastal,0.9804323149009947,4.985543491584029,5.143482639323163,1.4,0.15957219916914103
12,4,coastal,1.2213421633207213,5.1649092751092835,5.16247080116832,1.4,0.20912542741969584
13,4,coastal,-1.2072459640107038,4.739044558527292,4.491392757245422,1.4,0.2556291360290201
14,4,coastal,-1.2900578396461593,4.188566518033161,4.28756778547663,1.4,0.29840519620835787
15,4,coastal,-0.02033874361056189,4.93015483535305,4.524753494406466,1.4,0.3368298366769955
16,4,coastal,-0.6167411497939891,4.209530177660663,4.155687030150671,1.4,0.37034273965214537
17,4,coastal,-0.32186006168704706,4.254588643406838,4.108129522659543,1.4,0.3984552115439445
18,4,coastal,0.10702859540658692,3.7749213974070104,4.1390525171469,1.4,0.4207573092084367
19,4,coastal,-0.644319274632163,3.678282148598184,3.679969261750201,1.4,0.4369238178417234
20,4,coastal,0.5872003161431676,3.9918694275482083,4.104257907347894,1.4,0.4467189933441243
21,4,coastal,0.9829696836553888,4.057987812541408,4.17946904415269,1.4,0.45
22,4,coastal,0.5783533462127669,3.9118607147730433,3.9057117711907576,1.4,0.4467189933441243
23,4,coastal,-0.8651562184299889,3.2199626313280505,3.1935093813356215,1.4,0.43692381784172346
24,4,coastal,0.9599684139107452,3.8767333768815377,3.91124130246331,1.4,0.4207573092084367
25,4,coastal,0.05812122520698854,3.2819966855695477,3.474645381941593,1.4,0.3984552115439445
26,4,coastal,0.2792299812301326,3.408988411213647,3.503410796241784,1.4,0.3703427396521454
27,4,coastal,1.209314930790418,3.7096116209506804,3.75584667377264,1.4,0.3368298366769956
28,4,coastal,-2.4513643933092752,3.0327339589506077,2.5611725515352295,1.4,0.29840519620835787
29,4,coastal,-1.271050338328988,2.6714822299283996,2.9035657608420067,1.4,0.2556291360290201
30,4,coastal,-1.074919217822859,2.7168980517160133,2.9278567125577655,1.4,0.20912542741969609
31,4,coastal,0.7030948039363185,3.092548569402651,3.17506169758075,1.4,0.15957219916914114
32,4,coastal,-0.2693759329406766,3.491950389389316,2.929045980620283,1.4,0.10769204892940096
33,4,coastal,0.6741670157906996,2.8988070593879427,2.875080135177977,1.4,0.05424150611489539
34,4,coastal,0.23263146133257678,2.633842890878359,2.705980546664734,1.4,-1.4473103847089729e-16
35,4,coastal,-0.753255018587532,2.515396137431317,2.60448134507019,1.4,-0.054241506114895276
36,4,coastal,-1.0570013482772873,2.6254137588681647,2.5297380036955297,1.4,-0.10769204892940085
37,4,coastal,-0.7103135172351555,2.184445028932901,2.3817420999497556,1.4,-0.15957219916914103
38,4,coastal,1.1955544394746282,1.6082418929068236,1.877451418604982,1.4,-0.20912542741969564
39,4,coastal,0.4896790207927172,1.7086233883579358,1.8748237749832213,1.4,-0.25562913602902004
40,4,coastal,-0.17097722909325064,1.7017621162694252,1.9439633943565535,1.4,-0.29840519620835776
41,4,coastal,-0.47693549260436346,2.338811667810605,1.973613205381471,1.4,-0.3368298366769955
42,4,coastal,0.5266300588198477,1.4672581017533644,1.5710135389359166,1.4,-0.37034273965214537
43,4,coastal,0.8760196694109469,1.127653287412836,1.4080448671058194,1.4,-0.3984552115439443
44,4,coastal,0.0374240851651296,1.546287541762813,1.7739181714593601,1.4,-0.4207573092084366
45,4,coastal,-3.021417039626934,3.109787317507299,3.1857866724982498,1.4,-0.4369238178417234
46,4,coastal,-0.7874114043346151,2.4273814412382198,2.3369525600468823,1.4,-0.4467189933441243
47,4,coastal,-0.8390464331940353,2.2872696915218125,2.524122290597844,1.4,-0.45
48,4,coastal,-1.8065102092984189,3.345730566396612,3.153127887014506,1.4,-0.4467189933441243
49,4,coastal,-0.5159287750097491,2.6472656988569585,2.804044625714123,1.4,-0.43692381784172346
50,4,coastal,-0.6204516942942159,3.0647146528170617,3.0983033010810224,1.4,-0.4207573092084367
51,4,coastal,-0.027618720997823115,3.2402339182939603,3.124988795459404,1.4,-0.3984552115439446
52,4,coastal,-0.1520774904859611,3.396272780611403,3.456320794465995,1.4,-0.37034273965214565
0,5,coastal,-1.0138745844744408,3.5419871358549684,3.775481091277945,1.4,-0.37034273965214537
1,5,coastal,0.08927095411147568,3.890796036146565,3.6559469069649877,1.4,-0.3368298366769955
2,5,coastal,-0.8858943802619883,4.5633289853741745,4.227111770665988,1.4,-0.29840519620835787
3,5,coastal,-0.21704476881586726,4.322147526392401,4.2768599111295575,1.4,-0.2556291360290201
4,5,coastal,-0.10054088309828943,4.784984651258525,4.474900190300251,1.4,-0.20912542741969584
5,5,coastal,-0.35061580436308126,4.934095315357044,4.709397139305145,1.4,-0.15957219916914103
6,5,coastal,-0.09940986635487743,5.019870101333174,4.825504722036714,1.4,-0.10769204892940099
7,5,coastal,0.3215109198677909,5.072369551100613,4.916903159221573,1.4,-0.05424150611489537
8,5,coastal,0.3797972954868,4.71301047147283,5.010335371166972,1.4,0.0
9,5,coastal,2.5452769618785043,5.277966526716115,5.180960186094221,1.4,0.05424150611489537
10,5,coastal,-1.1985828569334844,4.997919736394229,4.9048749986227484,1.4,0.10769204892940099
11,5,coastal,-0.25994024885137607,5.310686294839291,4.945553661536132,1.4,0.15957219916914103
12,5,coastal,-0.4554351817599955,4.967430707821693,4.811814022190653,1.4,0.20912542741969584
13,5,coastal,1.8559408627726763,5.546795785340443,5.274432559271533,1.4,0.2556291360290201
14,5,coastal,1.1844409120804247,4.917400681071212,5.025971071002938,1.4,0.29840519620835787
15,5,coastal,0.9469125958906182,5.368892422332478,4.8505526051162535,1.4,0.3368298366769955
16,5,coastal,0.6494075568234844,4.660623731150925,4.624596010966407,1.4,0.37034273965214537
17,5,coastal,0.5538191575654031,4.21422884801553,4.457048471211414,1.4,0.3984552115439445
18,5,coastal,-0.14062609198054324,3.686136006747997,4.034849997269034,1.4,0.4207573092084367
19,5,coastal,0.4176875756230774,4.4548705599407885,4.143985349337784,1.4,0.4369238178417234
20,5,coastal,0.2127047044071175,4.035304655975128,3.9369636046613734,1.4,0.4467189933441243
21,5,coastal,0.5217235430983312,3.7700083369528103,3.9719082809020136,1.4,0.45
22,5,coastal,0.9002532766367997,4.043493231489145,4.049510584067325,1.4,0.4467189933441243
23,5,coastal,0.3881597702151503,3.863909151922746,3.7411129880565297,1.4,0.43692381784172346
24,5,coastal,-0.9368033195937558,2.778284730263818,3.113160731691334,1.4,0.4207573092084367
25,5,coastal,1.4793518635653085,4.037216083223348,4.040942136601393,1.4,0.3984552115439445
26,5,coastal,0.9588932915171983,3.5785652307149025,3.7551191686145424,1.4,0.3703427396521454
27,5,coastal,-1.1034798780842643,3.247232082129279,2.9768283760319774,1.4,0.3368298366769956
28,5,coastal,0.28680742801365083,3.8732207244358876,3.378257251129294,1.4,0.29840519620835787
29,5,coastal,1.2081228098896049,3.9184625393105037,3.5373146507874713,1.4,0.2556291360290201
30,5,coastal,0.6953051871091003,2.7658384650880237,3.2980556478679386,1.4,0.20912542741969609
31,5,coastal,0.3270375423652598,2.8186246499857983,3.115053413338331,1.4,0.15957219916914114
32,5,coastal,-1.114468912248945,2.6558641198862785,2.8380361861427237,1.4,0.10769204892940096
33,5,coastal,1.1875637661474452,2.440054966067097,2.90292754815182,1.4,0.05424150611489539
34,5,coastal,1.494195159769794,3.076295713894915,2.705980546664734,1.4,-1.4473103847089729e-16
35,5,coastal,0.9983791736767994,2.29422089655641,2.5094700683194247,1.4,-0.054241506114895276
36,5,coastal,1.206382705394178,2.3480172084374376,2.2859895374415165,1.4,-0.10769204892940085
37,5,coastal,1.258705878815626,1.6128674653264272,2.0675413447152384,1.4,-0.15957219916914103
38,5,coastal,1.842032810020042,2.332921614171168,1.7422563530470838,1.4,-0.20912542741969564
39,5,coastal,0.775480637639031,1.6481005390223193,1.801764554593101,1.4,-0.25562913602902004
40,5,coastal,1.276109300221993,1.6595160269615508,1.512145254645767,1.4,-0.29840519620835776
41,5,coastal,0.6487221174187525,1.690942845728761,1.5944581364431678,1.4,-0.3368298366769955
42,5,coastal,-0.07513468910835595,1.826402150223109,1.7938727443097302,1.4,-0.37034273965214537
43,5,coastal,-0.02085336484000868,1.8086894635567088,1.7654086016963433,1.4,-0.3984552115439443
44,5,coastal,-0.8057154911201159,2.202475367744559,2.1286753108642813,1.4,-0.4207573092084366
