x,y,mu_true,sigma_true
0.1,1.809065755982204,2.1986693307950613,0.39950041652780255
0.10581162324649299,2.279852022688749,2.2100472097627857,0.399440717127105
0.11162324649298597,1.2895987300922986,2.2213967117015603,0.3993776591291439
0.11743486973947896,2.3517407165066424,2.232716303312535,0.39931124466369494
0.12324649298597194,2.2173388400955827,2.2440044553376963,0.399241475973898
0.12905811623246494,1.0808523022186791,2.2552596427664655,0.3991683554161815
0.13486973947895792,2.542851893784147,2.266480345041727,0.3990918854601828
0.1406813627254509,1.3637440869944846,2.277665046265251,0.3990120686886646
0.14649298597194388,2.122510765269965,2.2888122354024913,0.39892890779742807
0.1523046092184369,1.5076010580850587,2.2999204064867214,0.39884240559522144
0.15811623246492987,3.2124383174082647,2.310988058822489,0.39875256500364525
0.16392785571142285,2.8952236440125514,2.322013697188358,0.39865938905705384
0.16973947895791583,2.860777034290485,2.3329958320389084,0.3985628809024526
0.1755511022044088,3.2110318448953934,2.343932979705974,0.398463043799392
0.1813627254509018,1.8083689845422242,2.3548236625990824,0.3983598811198571
0.1871743486973948,2.873784857009119,2.3656664094050743,0.398253396348154
0.19298597194388778,3.073532800220505,2.3764597552868763,0.3981435930807919
0.19879759519038076,2.608101622922367,2.387202242081398,0.3980304750263619
0.20460921843687374,3.415824343376944,2.397892418496527,0.3979140460054116
0.21042084168336672,4.632774404113853,2.408528840307196,0.39779430995031595
0.21623246492985973,1.9234582236777658,2.419110070550495,0.39767127090514465
0.2220440881763527,1.580699384632937,2.429634679719805,0.39754493302552535
0.2278557114228457,3.608692089783567,2.440101245957918,0.39741530057850355
0.23366733466933867,2.561046151965691,2.45050835524913,0.3972823779423982
0.23947895791583165,2.423992063799746,2.4608546016102717,0.39714616960665405
0.24529058116232466,3.135559631367202,2.4711385872806555,0.3970066801716899
0.25110220440881764,1.7778311251746033,2.4813589229109083,0.3968639143487432
0.2569138276553106,3.108869765209888,2.491514227750672,0.396717876959711
0.2627254509018036,2.3593754246626766,2.501603129835141,0.39656857293698716
