"y","x","st_true"
-0.11338545106506716,0.5071975888982551,0.5071975888982551
-0.2737147134408378,0.6727863821492851,0.540315347548461
-0.22228229940065947,-2.2676063391163646,-0.021268989784503978
0.8138615773764839,0.9454737820587541,0.17207956458414758
0.8462355464081602,1.048224014174439,0.3473084545022058
0.7849942850564622,0.13708317878634343,0.30526339935903335
1.040122990802095,0.4794754015130197,0.34010579978983063
1.1273885863681388,-0.349394063348357,0.20220582716219315
-0.8552546713285745,-2.0496421018674864,-0.24816375864374265
-1.1914039606796574,-0.5090533190692219,-0.3003416707288385
0.10097757593880266,-1.2554161198808624,-0.49135656055924326
-0.44162937281482445,-0.2242729924797487,-0.43793984694334437
-0.03678771906609085,-0.9416099466819593,-0.5386738668910673
-0.9538561860359968,0.5618939580469839,-0.3185603019034571
-0.6040786392758757,0.5909578683787432,-0.13665666784701708
-1.0074838038172138,-0.4554184052998686,-0.20040901533758737
0.6274438223393652,1.2467040147209238,0.0890135906741148
1.0663121183883173,0.28716115198940567,0.12864310293717296
0.030656487542407268,-0.31035651867123354,0.040843178615491686
1.1133181495977111,0.9470527151372521,0.22208508591984372
-0.0002396525214671194,-0.9275433772238185,-0.00784060670888867
0.28698160907820913,0.35219264828504565,0.06416604428989818
-0.42889530737154635,-0.48170407126212317,-0.045007978820506056
-0.5176933148609031,-0.25000607305034733,-0.08600759766647431
-0.5052842971593814,-0.046027738370182605,-0.07801162580721596
-0.8305229147277843,-0.3764379632996556,-0.1376968933057039
-0.09359838744476964,0.4347788010752897,-0.0232017544295052
0.3789055524450121,0.35843644745990466,0.05312588594837675
0.18044931909373446,2.217149737997861,0.4859306563582735
-0.27287898225223595,0.8236211169541889,0.5534687484774565
1.080522454865251,-0.7203261626544119,0.2987097662510829
0.8872096176389528,0.2607330856757184,0.29111443013601
0.35414729391543864,-0.7820855810246427,0.07647442790387954
0.9664958757589389,0.8132464110458387,0.22382882453227135
0.8994200267287241,0.07584193379630401,0.1942314463850779
0.8579401965191248,0.772708518640424,0.30992686083614707
-0.997103535310545,2.56675117270287,0.7612917232094915
-0.7839517655415162,0.31742186903563935,0.6725177523747211
-0.455820919024085,0.18693516722298292,0.5754012353443735
-0.5917546236012261,1.79319251695672,0.8189594916668428
-0.8270734773287426,0.6944585740393316,0.7940593081413406
-0.32423091237213064,-0.6809259187033685,0.49906226277239885
-0.20400990845401387,0.6463306082801609,0.5285159318739513
-0.5841581680261037,0.6005172248355246,0.5429161904662659
0.2549102915390964,0.14556340113165744,0.46344563259934424
0.6152267059999263,0.2620287315673394,0.4231622523929433
-0.15992276578235204,-1.9654752608122374,-0.05456525024809272
0.2129135722347532,0.22186296598969238,0.0007203929994642824
-0.9410731392941795,-0.8034892493258039,-0.16012153546558933
-0.06375403829492124,-1.7529889620083667,-0.4786950207741447
-0.9959167844251137,0.3224725817555398,-0.31846150026820785
-0.6015862247486979,-0.9401562329590298,-0.4428004468063722
-1.132212491396582,0.5484007475613966,-0.24456020793281852
-0.5883807273734148,-0.9296016749366187,-0.38156850133357856
-0.9513772050673115,0.670293427517073,-0.1711961155634483
1.2579397174087037,1.770237973647756,0.21709070227879246
-0.8076543289824,-1.6071377732167533,-0.14775499282031662
0.24104963194869733,0.7621274702358137,0.03422149979090941
0.8728081006853515,0.5666157062483135,0.1407003410823902
-0.6364650690919298,-1.1413190790577927,-0.11570354294564632
-0.5636542800912773,-0.08198100713615823,-0.1089590357837487
-0.022356291412803514,0.35100155464864186,-0.016966917697270614
-0.6412065901486832,-0.5729091639215165,-0.12815536694211976
-0.47764280620607413,-1.4673805059805387,-0.3960003947498035
0.43752730981890275,1.9220201799033088,0.06760372018081884
0.017515571746253976,2.2242677080530044,0.4989365177552559
-0.06245145840856431,0.4580090781810565,0.490751029840416
0.9087328761099505,-0.2739831817374439,0.3378041875248441
0.7437742616167078,0.6795794664257928,0.40615924330503383
0.33745045990540684,-1.3458490021680842,0.05575759421041032
0.822276550848158,1.6957807255557522,0.38376222047947867
-0.5279834957619792,1.5355431673247695,0.6141184098485368
-1.0022121842946492,0.90320077480637,0.6719348828401035
0.34231230593608786,-0.5666960282341458,0.4242087006252537
-0.9047872007729472,-2.099448052404547,-0.08052264998070635
0.27174289234236926,0.4536733528286917,0.026316550581173243
0.7509059137144853,0.46411769616678583,0.11387677969829574
0.8517034199845355,0.2966510343027498,0.15043163061918655
0.6945886222521439,0.4671505609545623,0.2137754166862617
1.3167370864557524,0.4301730750832892,0.2570549483656672
1.0515389416895329,-0.15147909159433734,0.17534814037366633
-0.03508349711419448,-0.7786023339106436,-0.01544195448319563
1.0740731623152786,1.1995339251551371,0.22755322144447085
0.8604420267053295,0.743039403188412,0.3306504577932591
-0.9035582712002177,1.8393635274802889,0.632393071730665
0.26936466904747025,-0.3807364414387527,0.4297671690967815
-0.7831380826609489,1.4375409485280328,0.6313219249830317
-0.7784118702681029,1.4869882704718276,0.8024551940807909
0.10852564125990484,-0.7942013255801582,0.4831238901486012
0.4776582197632243,-1.557366547128733,0.07502580269313447
-0.7857547184948652,-0.9617310518380278,-0.13232556821309793
-1.0263539225177223,-0.4121921758307431,-0.18829888973662695
-0.17211368010265188,0.8697422841905683,0.023309345048812075
-0.7240213066940607,-0.5575092874214695,-0.09285438144524422
-1.0058384897940336,-0.8253603729468494,-0.2393555797455652
-1.0776615937945968,-0.2518853416876344,-0.24186153213397904
0.39368142739490397,1.2715724045265282,0.06082525519812232
0.15673064604608888,-0.23130839180061963,0.002398525798373942
-0.482129809248386,-0.25979456764869713,-0.050040092891040264
-0.7432920574012654,-0.5500983699844565,-0.15005174830972348
0.030672532099946026,-2.140505345598284,-0.5481424677674355
-0.6353016750604777,0.29271966684295647,-0.3799700408453571
-0.7822328233478925,0.7278568070761843,-0.15840467126104887
