"y","l1","l2","l3","u_true","f_true"
0.4837973695335806,1.5975428484089595,0.6777150326242986,-1.429073055373193,1.3262620182455258,0.9136602510847542
-0.7540803908897515,-1.2450639553714893,-0.1416377768417295,0.008049145257267454,-1.0651939543745927,-0.9996356677818807
0.09993954168715236,-0.4475199863144753,0.6531513631883391,-0.6364399948914281,-0.1290527557633463,-0.19237240221131796
0.3133288826822195,0.2449207004522701,0.2955267120548175,0.014976945623198514,0.3648233238482217,0.5203279914513429
-0.9342560977306982,-0.2307245497950058,-0.9853040865597487,-1.903072636203905,-1.1716505587491155,-0.9826259241760534
1.178380981867256,1.2196901449493867,0.19329428397946433,-1.314683086234061,0.7784332440755307,0.9198311471747971
-0.16816196060868088,1.903074955812436,1.5365481445555904,0.12987960965779421,2.4076766745182434,-0.45281706103628283
-0.4449145197156741,-0.8574384501734669,0.42715310675822854,1.1768072299803871,-0.1712783192794158,-0.2541004177492504
0.7226509934664498,0.30251842567520976,0.7671165776561559,-1.3762264515396625,0.3624145867820314,0.5172391307101145
-0.3679990761436398,-0.02598094444672211,0.6914630419599233,-1.4081655050384305,0.05198483015387585,0.07789824645186472
-0.8601413563038427,-1.1594233796407225,-0.22297621508720408,1.4299447088712647,-0.7213686388938114,-0.8829235651359334
0.40526716378014216,-0.667158738828426,0.9557068073637073,-0.313840096608456,-0.05879431475291506,-0.08807719491829316
0.05779026506118176,0.47513600521042937,-0.709052742479206,0.6737179078657156,0.12773490551691857,0.19043217446327781
-1.0979991419624051,-1.1260680862292665,-0.3698750782763849,-0.5036878345582636,-1.2159780848514499,-0.968123083724937
-1.0525944339858124,-0.9659898636824945,-0.7691767431245934,0.015877084299593662,-1.1975028256396456,-0.9746918418679336
-0.6255887594127338,0.17056567752680732,-0.0465337894098894,-2.2419025382163764,-0.3988462022590035,-0.5632132229164243
-0.4258918890810335,-0.2219356970647454,0.17321922292855157,-0.4851339224233354,-0.1877000107619981,-0.2778449674322457
0.5883966338414989,0.11465840547389902,0.5498733763083087,1.008291770902434,0.6305151765254999,0.8109493332142748
0.7239142732123196,0.8789263397606764,1.1753589324149756,0.08740705731605232,1.3818414402003676,0.8766383960011866
-0.20503489315177914,-2.031138861644937,2.2275822826524485,-0.1545231157847041,-0.38374078523152755,-0.5443475848249935
-0.9220751502844066,-0.9535964450823726,0.4141599751950119,-1.3063176508092207,-0.8171655291002854,-0.9410592068710456
-0.9404904918316055,-2.6057890746087704,0.05647164124194992,0.955870909721784,-1.8168996805367545,-0.40432722965179557
-0.3653918677308069,1.1280637522108155,-2.3597742780210242,0.20934474143728427,-0.39445538601899965,-0.5577587730663649
-1.1623480564160404,-0.17074227269061357,-1.3432288005077366,-0.08849416176320042,-0.9158228304999863,-0.980646021739825
-0.7234099817322655,-0.931025989608763,0.799137193344071,-0.5954353935505443,-0.4203427610677186,-0.5895601206134808
0.03606037360570996,0.26923698027633475,-0.18723051248677267,-0.2305832960042517,0.05518035586199098,0.08267605654165225
-0.8607970297905118,-0.8161805000460612,0.7116739329259919,-0.9406376987847358,-0.4570061728743497,-0.6330673095697891
-1.032422749711888,-1.649990364658539,0.843761969819936,0.6540383281311201,-0.6819756714894127,-0.8536552766983374
-0.9006427522646279,-0.41568845949851624,-0.6025709144560064,-0.6748213744831149,-0.8234277000708272,-0.9441948368099481
0.3463483457020947,0.5062379565446063,0.15327540725982328,-0.5102067486006667,0.3724771633539281,0.5300976685880494
0.8239662694245374,1.4126086347984306,-0.35422748927775255,1.2760050212342176,1.2080414315050174,0.971036307895814
0.2929550326761571,0.4579785012428403,-0.17317111501123142,-0.6481675285320881,0.1181710977432172,0.17632987219943944
-0.7668752058314501,-0.6694300822467174,0.3952067167142856,-0.6881458867333234,-0.4626788278656449,-0.6396310880138645
1.1354805461038362,1.4576173520476228,-0.012689401010797567,-0.04473079791996824,1.1379851668943897,0.9907416315480257
0.8163951550390952,0.9758105250457766,-0.08877646826879677,0.18204543489919356,0.7643868879549707,0.9113617145407599
