"x","z","y"
0.7711535681263819,0.2596974232275737,-0.8998290612844557
0.48919196609199433,0.24869236630613978,0.13125117875013403
0.5065970689013333,0.7348599336070356,-0.564981427393891
0.7212463249561665,0.538654325346233,-0.7226092078882052
0.24106579104698045,0.6750410008508996,0.5261312078284939
0.7290088641909145,0.8083382129089802,-0.7147620953046492
0.09383884811042953,0.713575461635723,0.6854741379101497
0.439872897193581,0.3693791043450041,0.6333332260472093
0.9412692517662202,0.6197209755529711,-0.13564625157899654
0.5206190176727672,0.5365922814544783,-1.0333497096668172
0.44219959983075796,0.5734603829657092,0.18056677182333233
0.6686650944562098,0.13178315870620505,-0.5445980912988474
0.6891009206193806,0.6917984337916792,-1.2006313356920821
0.9463027273038311,0.38373736796963387,-1.0035238863798719
0.5409293001208679,0.3192926016771187,0.42393842466715853
0.3043520104305657,0.17666932766869126,0.9034731749046016
0.9010709859871371,0.8327260206307654,0.0731573270646777
0.8966651456828669,0.5107596552751155,-0.8942919459176082
0.12929905139257825,0.30652325978190254,0.03822887567396027
0.15168159514041157,0.580407060117738,0.3299193595485093
0.205500829608406,0.46099623073738316,1.208882269257326
0.42256772692699696,0.33637930367276314,-0.25330518263266283
0.5562218396945449,0.3879400288218433,-0.5946491522769584
0.18630809511366242,0.9999223685659626,0.3086887753804788
0.5894016827775026,0.30787474626723665,-0.00018705570505972435
0.7337333583875216,0.9429156344606091,-1.4206916527654292
0.5417024797634009,0.42246219867823354,-0.8675079345331218
0.5361089295435426,0.051867053843177136,-0.8117112282051783
0.7065115456712261,0.44570480488745323,-1.1747125582659346
0.7843245891168193,0.7346962306125395,-0.6833497805761797
0.32893882523023077,0.8126479852832216,1.3116774571401584
0.8723546486778089,0.41745135403191225,-0.37044964152564075
0.8721137451344434,0.9740591970691852,-0.7577374608485831
0.7825705707024881,0.6862126520190701,-0.8156043943488623
0.3352921285453516,0.8534439494153028,0.8614306071176536
0.759044816447767,0.39050040208888137,-0.9213977303817306
0.09063541569367639,0.28586056258654224,0.7413475377051237
0.5626832559309825,0.0845310892005271,-0.3976534471780531
0.8951497062718361,0.5751648941949159,-0.04077719432593496
0.046426037287140565,0.6287067075602593,1.3838150372579427
0.9923354093133803,0.8591563953950485,-0.12425418500208579
0.23603529610205132,0.10143544087401257,0.670227090963791
0.5679717489568519,0.24623073247561567,-0.07445217817571353
0.6620275089959993,0.8928894929075282,-1.5744428239377544
0.33251936530972404,0.06711050637994664,0.8901648918694035
0.17221577325466741,0.41171012420379793,1.0200164415834327
0.9894355473940137,0.614921550454778,0.0645663049697063
0.18726975732835083,0.28174514074834867,1.256927883633665
0.0738023241116812,0.7585275182345939,0.6630853464414296
0.5354697080308877,0.27661036350240975,0.0816214301279945
0.18366831336437772,0.6329626984976502,0.5923159106347433
0.23188273472759025,0.408552115990515,1.0405982033636358
0.08203869717010304,0.9564337280920661,1.0033762054757787
0.7677294903939793,0.7301538629530024,-0.8041435375654988
0.9515262942329628,0.5083880014939313,0.17655887489708044
0.4352160512262644,0.9496433592083977,1.3047764741684027
0.9739150089545001,0.024529204115601333,0.1607761287505273
0.11693152927261163,0.518335769985182,0.7991034662240445
0.6689814710302371,0.822912365309626,-1.5984020976535789
0.5980363255287062,0.6968553975720422,-0.879788990809709
0.3064984985990389,0.4946409563697647,1.5549200897968891
0.7754180503887238,0.5598881307352495,-1.758362102139932
0.6299382744163615,0.33163655553989857,-0.26145359942675395
0.910250078604224,0.470605256206317,-0.8014257842202852
0.3672326754582309,0.9604487284393246,0.08073123637962476
0.9079943741007486,0.9118005759428478,-0.6296793520559298
0.32194758639284604,0.25763279946978024,1.0559206377965336
0.2273954872856876,0.07110428551894055,1.3989282201804998
0.6631669568818532,0.47462567333250494,-0.7573831472140802
0.1754799283722437,0.8512223507592289,1.5653292282223292
0.9253984902158394,0.36213918148046087,-0.813765739226288
0.3518080626143032,0.0995612468271061,0.7064437261207898
0.1105633110479447,0.6955713097067706,1.4274065527580397
0.1136026464949218,0.08237117762323543,0.15923403290265586
0.8886004150704234,0.06894193668440995,0.23855276748748022
0.8735169124772086,0.1020320194198443,-0.6621328295285237
0.9359996237012491,0.9618379159995285,0.12821188654129884
0.6813370145065956,0.6442061006330899,-0.15311545797064874
0.6643159665625082,0.11966819480193025,-1.3915401395585276
0.39897512450354533,0.1301614275070242,0.5961787752521774
0.5931041098007932,0.04474151003178206,-0.9131110400421569
0.4347779151093041,0.7390381436615425,-0.021865693558263788
0.15665371631433467,0.9005607174587442,0.7130384132777392
0.8759719722069239,0.547056403468658,-1.2359689998581118
