"x","y","f_true"
0.0011778691468380398,0.1995934540165583,7.993184652939837e-11
0.004421305373751405,-0.12564971512682793,3.4058013273066133e-10
0.010822152133233676,0.14432468523748065,1.0596797040436777e-9
0.011950957995342959,0.2204016152937246,1.2190478078942139e-9
0.01338802949083484,0.04425027846810308,1.4377051173398328e-9
0.01363241203885579,-0.1075729685509353,1.4767049310076085e-9
0.022134382349237702,-0.03915170576390918,3.200804679957976e-9
0.02365609496396104,-0.13665541851380872,3.592617708648134e-9
0.0303845896369086,0.1686796671407985,5.67109061462415e-9
0.030826899982409728,0.11305260605878485,5.828567589523035e-9
0.03769888764897433,0.11514308425765979,8.62455197961712e-9
0.03791721752107047,0.11517215406204558,8.724279352565717e-9
0.03862774886798648,-0.2747244188139642,9.053479355221796e-9
0.03938321169407755,0.01665663448513685,9.411271832896251e-9
0.04089991660343384,0.25113538551996295,1.0153591954517835e-8
0.0421219672578248,-0.09359435824961158,1.0774686920001432e-8
0.04274423673543626,0.03552499933699695,1.1098692791210379e-8
0.045608772500649986,-0.40794409104845825,1.2655231257159655e-8
0.04909322854151732,-0.15732407934855183,1.4681514017526186e-8
0.05282603886379156,-0.12363041926025532,1.698551646498771e-8
0.05627338297090345,-0.0008599731608273985,1.919506113638094e-8
0.05823580784404103,0.09258115119364833,2.0467654825522682e-8
0.05893566421380658,0.33597233348191863,2.0921163506242368e-8
0.05914887147244352,0.00269738296324765,2.105912397200976e-8
0.05923552946636912,-0.0734307321856157,2.1115163430096838e-8
0.06554850779463317,-0.2190183506045674,2.5049011968246524e-8
0.07164856848948342,0.07212359971897306,2.8149837975679635e-8
0.07526154590756406,-0.018119737563056806,2.9337584661431774e-8
0.07822529389785982,-0.12437121036467914,2.9765193069604864e-8
0.07980000486060557,0.008490850432100908,2.973912189889354e-8
0.08119711166913546,-0.10046492725805645,2.954374966961264e-8
0.08161935062335601,0.024519509242891643,2.9449974335801226e-8
0.08790512117137306,-0.1277339701957006,2.572935253894751e-8
0.088280139599624,0.013911570417259845,2.534594925643021e-8
0.09073975862034933,-0.08166009194401111,2.2286926699324155e-8
0.09426880472365395,0.04798373485914372,1.6024084077242353e-8
0.09533656762456788,0.006871458363393949,1.3632545516614685e-8
0.09603987062887587,-0.10637340012613768,1.191878753381735e-8
0.12308618687419393,0.0025562203912358676,-1.8796318836440058e-7
0.1269847130772348,-0.021436499271540743,-2.4831458579893136e-7
0.13329127373250138,0.1019719391763002,-3.688209450446206e-7
0.14077257089128348,-0.26531030671175615,-5.508973405217655e-7
0.14391748602036558,-0.1382021628143781,-6.400812659842479e-7
0.14900512355658013,-0.05468022150468305,-7.986968517129599e-7
0.1493661431108222,-0.23609480594815216,-8.105495462380779e-7
0.15579874824058604,-0.14521265020359178,-1.0312517205654684e-6
0.15859988978350303,-0.05295887399126031,-1.130381593495794e-6
0.15873243947310578,0.15439464957298332,-1.1350703846201186e-6
0.15996208700048276,0.17159600164309466,-1.178446715089763e-6
0.1602385020296213,-0.037333779847535234,-1.1881553350563207e-6
0.1621996587269079,0.10928382958162852,-1.256309249248439e-6
0.1689436788447356,-0.4701400085040563,-1.4690309451037405e-6
0.17904610665401344,0.06282461815102627,-1.625702479376123e-6
0.1834111146758457,0.05235112898373376,-1.5754806993827648e-6
0.18572944249169643,0.016822612665804777,-1.504885408915614e-6
0.18636759495789135,0.15731220559432046,-1.4791405445446721e-6
0.18815495414596017,0.0807686507943853,-1.3909508307365748e-6
0.18864910379149769,0.2804461449044665,-1.3621207269732835e-6
0.18998729618923837,-0.027631927145424725,-1.2736244834097593e-6
0.19125863054631065,-0.21846402120048053,-1.1745405740177425e-6
0.19501561715369053,0.22226768238073003,-7.849851115824583e-7
0.1958711594478988,-0.0477625512919736,-6.737489667616728e-7
0.19659397684761748,0.1686025760424827,-5.726161592012474e-7
0.19861440646645057,-0.0196053782171829,-2.529542768916126e-7
0.19903710463048352,0.04666636772567468,-1.7881303606979048e-7
0.20127279905704532,0.14565483590054593,2.584450231127806e-7
0.20202885580331098,0.14390326065343467,4.2443883453829485e-7
0.20378626166488045,0.22823362153625176,8.483461639415592e-7
0.20743500182729369,-0.01893710816143128,1.9146813607357254e-6
0.211748033106268,-0.15839715207913643,3.5461440543754153e-6
0.2143592411808659,-0.17908622433871477,4.757265806346139e-6
0.21540275683252563,0.2541465950451345,5.29297904879745e-6
0.21944600669008874,0.08033341908090495,7.671740166965724e-6
0.2211195408750004,-0.2241929478978143,8.807104682313532e-6
0.2216494646217717,-0.07833105032032603,9.186105035497576e-6
0.2228259171561795,-0.10774878484626915,1.0061985598164183e-5
0.2243668582669729,-0.04193598488874591,1.1283069029142515e-5
0.22504771634245535,0.13965944513334724,1.1849974268033561e-5
0.22580212890610696,0.1189790762784521,1.2498140653997936e-5
0.2270744992435847,-0.12979949367322405,1.3639867319362217e-5
0.22833390338448556,-0.04342078398001929,1.483122888385856e-5
0.22897415902298524,-0.043707221174761744,1.546069452794556e-5
0.22910564806495826,0.09000666023524224,1.5591975043810425e-5
0.22949060457262505,0.14956224886462613,1.598027680303833e-5
0.2295856900233746,0.28833555209983336,1.607709944619023e-5
0.2325498168722666,-0.09938414714974247,1.9279075788105432e-5
0.23330183020672113,0.024998538072765177,2.0148853605921042e-5
0.23660021624713035,-0.21267949021009627,2.4243254898634767e-5
0.23660595042844457,-0.288904668423335,2.425077143074144e-5
0.2381156536904323,0.00941814896024924,2.6277901728250526e-5
0.23890015030248635,-0.04135447804023428,2.736907397243944e-5
0.24000440073876717,-0.10514014763379412,2.8948525522772764e-5
0.24302821521788576,-0.03090795300273311,3.352946343925981e-5
0.2479198903262685,0.23643407511978137,4.168442913861158e-5
0.24833148780053205,0.19048441644170389,4.240868417171979e-5
0.24977517918061065,-0.160414459734232,4.499033954046502e-5
0.2527134181991453,0.08530904266128018,5.041853962362454e-5
0.2553032625964764,0.23861246373007766,5.534804382252065e-5
0.25808194197268364,-0.11365172655086678,6.0711921624451386e-5
0.25833740886372314,-0.11966193726491266,6.120574118362593e-5
0.25840345644961626,0.09625139792982076,6.133337559276313e-5
0.26083022049735516,-0.026290240550994624,6.599736002925409e-5
0.26231848900544263,-0.025118325354025216,6.880973180998444e-5
0.26686696924197606,0.16102172771876308,7.690720823566503e-5
0.2671067749551026,-0.25220507380986595,7.73035370773828e-5
0.27017867269972107,-0.2850782410885118,8.198350024376966e-5
0.2745135114522659,-0.12563585418553092,8.686964391454675e-5
0.27612937541632876,-0.08290716801837364,8.798908528510035e-5
0.2779306213786228,0.11041084174871067,8.866855028313694e-5
0.2807576342470075,-0.2029495103712128,8.829365867891992e-5
0.28437180642300963,-0.2769660619249848,8.463397341151196e-5
0.28498077925183907,0.23967418136564397,8.360162753410637e-5
0.28588504152971406,-0.2399864698499094,8.18203859822193e-5
0.2915163216367773,0.16089430891808407,6.291352333649416e-5
0.29166598635023777,0.040264719950998944,6.220051688483995e-5
0.29310016820666185,0.01731573898457749,5.473350504330069e-5
0.29337118014425867,0.19969366622485665,5.3188830998266265e-5
0.2943135787113258,-0.034105810503819015,4.747022640414758e-5
0.29498651043225,-0.011383014467682027,4.304518688281704e-5
0.295630905518953,-0.17685699614301215,3.853005682988264e-5
0.3039168192475139,0.04008283261605974,-4.8139632830011166e-5
0.3054437959423233,-0.1322642434974616,-7.095190126945199e-5
0.3152785443565074,0.11662463573207366,-0.00028524430395355886
0.31772341064133824,-0.194090574355027,-0.0003599612662594921
0.3207746990144573,0.09636444804363808,-0.0004673108687061591
0.3242353375540079,0.22806765021054526,-0.0006096331084852412
0.32780870012612784,0.011535171218897387,-0.0007814397319716144
0.33628899391287037,0.11226145391404015,-0.0012996491156738088
0.33646124518314435,0.07003086388156127,-0.0013118566791285797
0.33931175251886203,-0.021751887060131616,-0.0015237027545287871
0.34436040336013174,-0.05792451180232083,-0.0019433576588078379
0.34477660608111416,0.07191857226312212,-0.001980373104956279
0.3518569928918762,0.039606246828531345,-0.002658244583784508
0.35551748880329903,0.16587334905754003,-0.003035177849577803
0.35689016391548645,0.007194635084634523,-0.003178752722632648
0.3583554219167704,0.04826064146949708,-0.0033322950534010326
0.3602746903236087,0.11404375168726665,-0.003532423458301306
0.3605019787081143,-0.17712372641199392,-0.003555959379893854
0.3613325205687272,0.030729527149992747,-0.003641522199080984
0.3615774376576344,-0.0600542358030254,-0.0036666014487008593
0.3632247371333377,0.22021328254877964,-0.0038329566093847247
0.36333792447762736,-0.0035580539709338735,-0.003844212311108642
0.36513740477459367,0.005230258341773146,-0.004019291037134611
0.36651164426511773,-0.20113557337482096,-0.004147017474548892
0.3680849614434789,-0.17141356659476398,-0.004285099474412885
0.36933245503602685,0.04500921236562483,-0.0043870866516137
0.3739178949079671,0.04479214590933031,-0.004684834892608907
0.37592263780322854,0.18354114224201942,-0.004764906262743216
0.37647882323973114,-0.11194856973651586,-0.004780400812662658
0.3777580562491125,0.05671610815873869,-0.004803663399307226
0.38077847556157485,0.10595472695958585,-0.004780280952846962
0.38202192631008147,0.024537369880636095,-0.004733752997634897
0.3820344244582612,0.39160589235970633,-0.004733164099323594
0.38206813650719385,0.07933294137857644,-0.004731563218630048
0.3886286247753463,-0.11693295212472476,-0.004017431091246822
0.3908493526026875,-0.06080034715140406,-0.0035561560235799162
0.3932804629022242,-0.10172962853912228,-0.002892764765741076
0.3946507013866629,-0.12615054006293538,-0.00243736569291891
0.3954853889037233,-0.2775320396484163,-0.0021287198982077385
0.39702355611179896,0.018244750411260103,-0.0014939143033856914
0.39713857070470526,0.32172061994712225,-0.0014428625681187754
0.39715161746651373,0.005715100270544735,-0.001437039110432442
0.40060302407862136,-0.1700550032529186,0.0003488856791306472
0.40483496130624474,0.01660267483666035,0.0032895738451613286
0.4062184979744099,0.10610862804454106,0.00445486936807718
0.4182382515628602,0.18824342493898402,0.01984106448502391
0.4196576752426724,-0.052581018055602,0.022382442572734067
0.41985117486668644,0.027133388650990464,0.022742167389448377
0.41993262145014,-0.11098024399893296,0.022894544317031983
0.42042030864952906,-0.15340236078865757,0.02381895803880024
0.42714052735513564,-0.08253477837217077,0.038741032954792656
0.4291381157270793,-0.03271099330362784,0.043992364555302935
0.4315259607144053,-0.07765613083788657,0.05077162030012232
0.43463380439216603,0.2552858349558039,0.06040788420086658
0.44326061725429855,0.29820030181538093,0.09158252378095612
0.44489386467503533,0.045826107005882875,0.0980941112043849
0.4470321131624304,0.085024829158638,0.10682501065839058
0.4536497479596897,0.1308574431814234,0.134513661724035
0.4555590277778856,0.21107657074014366,0.14239546675998505
0.45734634119639805,0.06518510818333302,0.14958989075429133
0.45904583429252255,-0.026874104044610908,0.15618835497223094
0.4614041276406806,0.2136746564512261,0.16480463002129864
0.4625431798092281,0.0758114757593619,0.1686823434939707
0.4653670546498625,-0.04444174291542846,0.17728088540852607
0.4705177273461596,0.20532804365213758,0.18799094167549693
0.4708011463719084,0.3972529760686496,0.18834916343354513
0.47242490090274236,0.3949137202820565,0.18985730502741557
0.47422773053758394,0.32122582001839173,0.1903616921081598
0.4750721212030715,0.18542331076109952,0.1901393605391267
0.47636126361697184,0.3549474964391426,0.1891960802813214
0.4779838827176295,0.25176303425097146,0.18690770833697137
0.47976966793486375,0.09799950250892463,0.182870701096103
0.4820235032740845,0.17731139821633918,0.17533259501954057
0.48467339780522245,0.364567064938776,0.16271810321628083
0.4912786108389118,0.11104366935759681,0.11192615036716037
0.4926839129644496,-0.05697357849293362,0.0973618601294683
0.49316971031679757,-0.009052475783616037,0.09201406954551417
0.49432514489009427,0.15383923184375237,0.07864827889541906
0.4945287565759231,0.01579808840473281,0.07619874244271382
0.4945722794350236,0.07163379451825799,0.07567148816677718
0.4969960266376068,-0.018031140624835615,0.04428897192388431
0.498362823845512,-0.13912797781620906,0.02486398235267554
0.5011134999527884,-0.1854868269377619,-0.017876625937166882
0.5020852244356757,-0.33120878393986075,-0.03409545370936996
0.5034341647628406,-0.1025281511463075,-0.057531192855928524
0.5057564189600325,0.024114433483819628,-0.10023750302787027
0.509802278524089,-0.2691582653961188,-0.1808879155923708
0.5102914886028085,-0.21123311623103247,-0.19109990267973603
0.5134085305394713,-0.3774535051162723,-0.25799590261953187
0.5145500853904625,-0.4043927003357447,-0.28313955826450005
0.5156636539318769,-0.13938932864112455,-0.3079097599934623
0.518155706326908,-0.18485115330323812,-0.3639142630418625
0.5222189126036976,-0.40689174959244645,-0.455444383888437
0.5256814468073296,-0.701191720906298,-0.5317292394512775
0.5261175078455214,-0.43639576522397855,-0.5411246030722279
0.5270043534384707,-0.6213453704037476,-0.5600456333662486
0.5291838818698482,-0.6080272126299014,-0.6053151335208578
0.530905051553999,-0.6092178654181287,-0.6396045092881938
0.5318909341739941,-0.5656100364229499,-0.6585773597472803
0.5320679595276292,-0.6639650667642935,-0.6619287326320692
0.5330697029958678,-0.8598441168901534,-0.6805593926358622
0.5353319287730403,-0.9176718942269534,-0.7203893536963661
0.5422497049710264,-0.6324146599940412,-0.8193216196262828
0.542371600029361,-0.9775974744558701,-0.8207168619143069
0.5490375337235667,-0.8494227653468561,-0.8762946068001987
0.5513053428774752,-0.6758905810731943,-0.8854260779789919
0.5547592281730045,-1.177724923958563,-0.8893472375771387
0.5554637181709001,-0.9606918822227865,-0.8886490972685914
0.5602290656454885,-0.9315979407289684,-0.8705535987400862
0.5611541272068477,-0.6809512991119058,-0.8643547040795013
0.5625767839438562,-1.128605066716549,-0.8531385978482223
0.5629630734667468,-0.8173481798368623,-0.8497436320235999
0.5642248848435525,-0.7967812166531149,-0.8376239391268506
0.5692162821563795,-0.9432260718657663,-0.7746365318966251
