"x","y"
0.00495544727891684,1
0.00887384172528982,1
0.0100468276068568,0
0.010981873376295,0
0.015786474570632,0
0.0184280115645379,1
0.0231375023722649,1
0.0274755686987191,1
0.0275243015494198,0
0.02831623214297,0
0.0304436713922769,0
0.0360845169052482,0
0.0387028863187879,1
0.0432361767161638,0
0.0493182444479316,1
0.0517857656814158,1
0.0532466443255544,1
0.0550663988105953,0
0.0576738903764635,1
0.059865496121347,1
0.0603702801745385,0
0.0710994731634855,0
0.0734982637222856,1
0.080888211261481,1
0.0816010816488415,0
0.084711509058252,1
0.0929610014427453,0
0.0948736921418458,0
0.096733906539157,1
0.101279737660661,0
0.102143192198128,0
0.103804369224235,1
0.106515756575391,0
0.107293175999075,1
0.110456629889086,1
0.111624712590128,1
0.114114796509966,1
0.11521217902191,1
0.122627632459626,1
0.123235865263268,1
0.125176388304681,1
0.130263999570161,0
0.130572574445978,0
0.131872860016301,1
0.138451274251565,0
0.141190493945032,1
0.146358919097111,1
0.148178189992905,0
0.154855574015528,1
0.155526819406077,1
0.15658515249379,0
0.157296365359798,0
0.157927647698671,0
0.15841451077722,1
0.158795495284721,1
0.166803794680163,1
0.180341957369819,1
0.182971696835011,1
0.184230096638203,1
0.186855980893597,0
0.189925327897072,1
0.196933331899345,0
0.201858633663505,1
0.206297755008563,1
0.206933147739619,1
0.209434099728242,1
0.210110399173573,1
0.210573755437508,1
0.21732987719588,0
0.218720429344103,1
0.220109461806715,1
0.223324141697958,0
0.229489436838776,1
0.232977865962312,1
0.235460963798687,1
0.24108847999014,1
0.241911643650383,1
0.24569636862725,1
0.246299882186577,1
0.249502955470234,1
0.253595336340368,1
0.259488608222455,0
0.260274359490722,1
0.263155440334231,1
0.263184424024075,1
0.266984620131552,1
0.278272127034143,0
0.280264334753156,1
0.287369879428297,0
0.288738846080378,0
0.291260504629463,1
0.305364232044667,1
0.307739517418668,1
0.308912757551298,1
0.313495099078864,1
0.319853519322351,1
0.32785416697152,1
0.330466138897464,1
0.339261141372845,1
0.341583420988172,0
0.348254987737164,1
0.354044758481905,1
0.35818919306621,0
