"x","y"
0.36333792447762736,7.0
0.7685077497969077,3.0
0.7074400943326125,7.0
0.211748033106268,20.0
0.03791721752107047,37.0
0.2295856900233746,13.0
0.4708011463719084,16.0
0.7702378254590876,5.0
0.2381156536904323,36.0
0.4779838827176295,14.0
0.010822152133233676,31.0
0.5490375337235667,7.0
0.1493661431108222,46.0
0.6571612740071875,4.0
0.8361549845602811,14.0
0.3777580562491125,9.0
0.7702958384008847,5.0
0.7459209147180763,0.0
0.7879211877873795,14.0
0.7767480086149017,3.0
0.05823580784404103,35.0
0.011950957995342959,12.0
0.5320679595276292,28.0
0.35551748880329903,3.0
0.08119711166913546,8.0
0.9150161854351138,4.0
0.8285569168715774,4.0
0.27017867269972107,24.0
0.8370105892396205,5.0
0.8687917471269302,6.0
0.6927643297879396,10.0
0.7572719892545619,1.0
0.6674446973161159,7.0
0.6212233464418473,9.0
0.6253365186910631,2.0
0.9725375183153098,2.0
0.8563919748833229,1.0
0.8872768542954774,7.0
0.7708657379120423,1.0
0.43463380439216603,5.0
0.5602290656454885,5.0
0.19125863054631065,8.0
0.6505068493704853,10.0
0.4536497479596897,21.0
0.37592263780322854,16.0
0.542371600029361,3.0
0.7923962262913609,1.0
0.8409071589788999,4.0
0.2143592411808659,8.0
0.3583554219167704,42.0
0.8160592617621034,3.0
0.9069063265502038,1.0
0.22910564806495826,20.0
0.34436040336013174,2.0
0.6757927228765077,3.0
0.17904610665401344,39.0
0.25808194197268364,3.0
0.05893566421380658,24.0
0.5034341647628406,4.0
0.6469116132842949,6.0
0.4555590277778856,24.0
0.5625767839438562,7.0
0.7409200185605465,2.0
0.9994900241019267,1.0
0.9037476909477464,6.0
0.9487029225919841,7.0
0.24833148780053205,11.0
0.05282603886379156,26.0
0.7726646920991671,3.0
0.3613325205687272,56.0
0.7699641517849163,1.0
0.5611541272068477,9.0
0.3908493526026875,6.0
0.18864910379149769,13.0
0.2243668582669729,57.0
0.44326061725429855,7.0
0.7073513758008814,3.0
0.07980000486060557,6.0
0.5256814468073296,12.0
0.8660441077396717,11.0
0.20378626166488045,3.0
0.5102914886028085,12.0
0.44489386467503533,17.0
0.13329127373250138,49.0
0.37647882323973114,12.0
0.25833740886372314,38.0
0.9007831007016696,2.0
0.23660595042844457,1.0
0.9253296672179745,7.0
0.645938519338531,2.0
0.04089991660343384,10.0
0.6179623606006659,8.0
0.03938321169407755,9.0
0.8125876530857243,2.0
0.8383277667198268,1.0
0.6568554930649566,2.0
0.7246703630309703,2.0
0.04274423673543626,8.0
0.78622917425815,5.0
0.39702355611179896,16.0
0.20743500182729369,64.0
0.5020852244356757,8.0
0.7867077628664543,4.0
0.33628899391287037,6.0
0.888119585738038,5.0
0.8656389643410027,2.0
0.5057564189600325,5.0
0.4705177273461596,5.0
0.18998729618923837,36.0
0.4945287565759231,31.0
0.3680849614434789,25.0
0.589881841782466,11.0
0.2325498168722666,42.0
0.2745135114522659,67.0
0.7586959978387127,2.0
0.972976543895532,9.0
0.3932804629022242,51.0
0.2479198903262685,8.0
0.24977517918061065,12.0
0.2943135787113258,14.0
0.7203621776981253,5.0
0.25840345644961626,25.0
0.5156636539318769,10.0
0.6068885863364402,12.0
0.4614041276406806,4.0
0.9210348193995288,3.0
0.8818982807873026,11.0
0.7652912049767135,3.0
0.4196576752426724,11.0
0.9170132247468523,4.0
0.28437180642300963,5.0
0.8052141969986142,6.0
0.8258586139829021,3.0
0.7511079521871695,6.0
0.9241859943799979,8.0
0.41993262145014,32.0
0.8978363370001137,11.0
0.5513053428774752,9.0
0.741730365374567,2.0
0.7782091626483256,11.0
0.7768816201674777,12.0
0.05627338297090345,35.0
0.7257063950290308,11.0
0.2228259171561795,6.0
0.19501561715369053,15.0
0.7675458083773656,2.0
0.088280139599624,7.0
0.4291381157270793,3.0
0.6503173573797327,2.0
0.9140784290147073,12.0
0.6224057651197941,6.0
0.20202885580331098,46.0
0.752312977353256,2.0
0.6996017127856689,5.0
0.9553457766044604,14.0
0.6118330372598968,0.0
0.48467339780522245,14.0
0.4926839129644496,7.0
0.07526154590756406,23.0
0.39713857070470526,19.0
0.7014337762205229,0.0
0.3820344244582612,8.0
0.7953405647823975,0.0
0.915876148898342,6.0
0.9772571010295368,14.0
0.3605019787081143,33.0
0.20127279905704532,18.0
0.4062184979744099,38.0
0.12308618687419393,34.0
0.8133233013937358,3.0
0.8138256323750992,5.0
0.31772341064133824,32.0
0.2671067749551026,12.0
0.5134085305394713,28.0
0.7290348468278423,10.0
0.4315259607144053,13.0
0.36651164426511773,12.0
0.15873243947310578,7.0
0.49316971031679757,15.0
0.23330183020672113,18.0
0.7144697793215788,5.0
0.7722890533023363,1.0
0.9984394106115939,2.0
0.6020043095156316,14.0
0.7704448880856862,0.0
0.9806698629093797,10.0
0.5852814502545352,5.0
0.6257931344599172,6.0
0.5011134999527884,30.0
0.2553032625964764,39.0
0.4625431798092281,5.0
0.7620326622464204,2.0
0.6402038591897015,14.0
0.2779306213786228,45.0
0.7748444707785587,1.0
0.9206775301796712,1.0
0.21540275683252563,16.0
0.7068711574537723,2.0
0.09426880472365395,8.0
0.2216494646217717,83.0
0.3518569928918762,26.0
0.21944600669008874,10.0
0.8194635820929435,3.0
0.7192661044113615,3.0
0.33646124518314435,14.0
0.23890015030248635,19.0
0.15996208700048276,42.0
0.8503174612799425,2.0
0.45904583429252255,12.0
0.3615774376576344,27.0
0.22504771634245535,62.0
0.34477660608111416,32.0
0.26686696924197606,9.0
0.6590031205534002,10.0
0.7244485311464575,4.0
0.18572944249169643,40.0
0.09533656762456788,26.0
0.3946507013866629,15.0
0.26083022049735516,31.0
0.9062370739821155,3.0
0.863589452421966,3.0
0.38206813650719385,9.0
0.956782665548696,3.0
0.7824777683251027,8.0
0.6906543970763084,7.0
0.19659397684761748,13.0
0.38202192631008147,8.0
0.05923552946636912,5.0
0.7988410891424227,9.0
0.5261175078455214,14.0
0.9993304931835156,10.0
0.7677156327778889,0.0
0.5819043362618326,3.0
0.4182382515628602,54.0
0.88167513169696,1.0
0.3039168192475139,11.0
