"y","x0","x1","x2","x3"
-4.4742514649085,0.914806043496355,0.0227000112645328,0.909047515131533,0.401880389312282
-2.7697244555879,0.937075413297862,0.513239527819678,0.899924811441451,0.432214202126488
6.46889193950593,0.286139534786344,0.630726151634008,0.192349253920838,0.663604413857684
-1.75360683594316,0.830447626067325,0.418771624332294,0.53229026379995,0.182369325077161
0.167177460349259,0.641745518893003,0.879265945171937,0.522124740527943,0.838338759960607
2.33321072962924,0.519095949130133,0.107987073017284,0.16033573099412,0.917372975032777
2.95380355371288,0.736588314641267,0.980278696399182,0.519567017676309,0.798301063245162
5.28426994265392,0.13466659723781,0.264966631308198,0.224503509234637,0.503056281711906
6.29853726696913,0.656992290401831,0.0842775232158601,0.281511990353465,0.254459497053176
0.0393348626490959,0.705064784036949,0.385907175717875,0.503687579883263,0.667245435761288
0.655461151518566,0.45774177624844,0.124895827146247,0.158960648812354,0.941099374787882
0.639670282510709,0.719112251652405,0.581554221687838,0.920630739303306,0.980761029291898
-0.673576385442042,0.934672247152776,0.240149608114734,0.499029459664598,0.0522972738835961
1.92302493133425,0.255428824340925,0.721887888619676,0.615344077115878,0.382404521340504
-6.37211073889343,0.462292822543532,0.145928690675646,0.743930876953527,0.806177586782724
-4.37063770002227,0.940014522755519,0.15283877030015,0.61681821080856,0.547887698980048
-5.77744644658768,0.978226428385824,0.259222670225427,0.930141045944765,0.304464521585032
1.76252961756438,0.117487361654639,0.777886260068044,0.0803784660529345,0.402304826537147
-5.31915907261381,0.474997081561014,0.426466299686581,0.0281211910769343,0.0275957863777876
4.88031438478705,0.560332746244967,0.0600483361631632,0.541528468718752,0.848993687191978
-1.83651262599678,0.904031387297437,0.1148325370159,0.241202568868175,0.031033702660352
-1.16507856297722,0.138710167724639,0.48275689734146,0.64483752194792,0.652291831560433
4.12222559312885,0.988891728920862,0.979173583909869,0.377736799186096,0.596841104794294
-2.75511825219688,0.946668232558295,0.811516786925495,0.0468536866828799,0.312611038098112
-3.94961690140161,0.0824375580996275,0.542912817094475,0.0481404992751777,0.986910100327805
-2.82802007627127,0.514211784349754,0.0723670870065689,0.962842692388222,0.828926939051598
4.12067615746485,0.390203467104584,0.46648524608463,0.226466750493273,0.607717930106446
-9.06218358780846,0.905738130910322,0.33990564593114,0.0113935696426779,0.138112635817379
7.53376107626173,0.446969628101215,0.689918605145067,0.218475638190284,0.870927162235603
-2.70447730856048,0.836004259996116,0.514157372061163,0.0559375686571002,0.577087742974982
5.68945698118109,0.737595617771149,0.514923015609384,0.234972146805376,0.799172570696101
2.14993676052061,0.811055141268298,0.545514354016632,0.402696270029992,0.0281962060835212
-3.14306108867988,0.388108282815665,0.447457330068573,0.0143044360447675,0.256357740378007
2.43660969178406,0.685169729404151,0.0838848403654993,0.361763168359175,0.756766913458705
-1.93233099353062,0.00394833879545331,0.930133691756055,0.584499739808962,0.829948304919526
-4.4595540817781,0.832916080253199,0.0164481862448156,0.605793738272041,0.523712248774245
4.16698990043204,0.00733414688147604,0.414092399412766,0.263718613190576,0.63793759024702
-2.22102785567654,0.207658972823992,0.226976093370467,0.67514867708087,0.487905605696142
-3.77162046419125,0.906601407798007,0.0996405873447657,0.935806215973571,0.581838598009199
-4.97092916159952,0.611778643447906,0.482923875097185,0.00359140639193356,0.1003700227011
0.850936009790729,0.379559240536764,0.650128671433777,0.786971174879,0.84161396860145
0.446884567303706,0.435771584976465,0.92132977838628,0.806933146901429,0.402493874775246
-5.56814690570843,0.0374310328625143,0.362601807108149,0.0730383845511824,0.772604613797739
0.532987579618288,0.973539913771674,0.85513499006629,0.56699930364266,0.951457850402221
-0.76645289702816,0.431751248892397,0.300906151533127,0.539190846029669,0.265468981815502
-1.18557932277269,0.957576596643776,0.465662425151095,0.137675155187026,0.829297498334199
1.35843925422209,0.887754905503243,0.142730664927512,0.276332648936659,0.6536610936746
2.73186913568612,0.639978769468144,0.80771899363026,0.351843506796286,0.79851508140564
-0.583413830173073,0.970966610359028,0.665807631798089,0.812805236317217,0.186151454690844
4.66270921028743,0.618838207330555,0.0619409799110144,0.171541348099709,0.75470757484436
-2.67782789362339,0.333427211269736,0.430925568332896,0.521162092685699,0.735920368460938
-0.589260331005652,0.346748248208314,0.396855081431568,0.764622842427343,0.751785748638213
5.95771406558469,0.39848541142419,0.696956751402467,0.288755647372454,0.332614484475926
-1.32214113784656,0.784692775690928,0.659319650614634,0.436778316041455,0.0575486242305487
-0.917680589491215,0.038936491124332,0.407350709661841,0.66945075779222,0.674415447516367
-4.50016754098346,0.748795386170968,0.306920220376924,0.0369237822014838,0.0415701731108129
0.603704257316954,0.67727683018893,0.255107345059514,0.560646349098533,0.643563031917438
-2.98415256887854,0.171264330390841,0.672568153357133,0.932383237173781,0.299604506930336
5.77663418427385,0.261087963823229,0.8943934335839,0.434622491942719,0.393431080505252
-1.05449590054743,0.514412934659049,0.845736156217754,0.936232616892084,0.92350426223129
-3.13033097274378,0.67560727451928,0.392901856917888,0.978302628034726,0.67921779374592
