x,z,y
0.9643641325623378,0.4826519445648386,-0.19405647460501887
0.6494631701324836,0.6254097517573095,0.5305898182107139
0.4859697048783851,0.12343344905360831,0.5764296690290693
0.12420347329243764,0.0019661789295951637,0.8728524624021825
0.39685155482750145,0.3293714320297667,0.08301591503628675
0.9151556598834446,0.5601526934766032,0.47054797702005813
0.9920922746174052,0.6089259043026101,0.18076072915282249
0.07422949726970751,0.3087344323885072,0.44355488065058724
0.5826976259136661,0.5443857392005652,-0.01712537600103288
0.473975658851982,0.2908212836193169,0.29527653831945
0.2938264150478964,0.9117205756843675,-0.8998004481570362
0.8090507173003102,0.30774625695296665,-0.29759495404959224
0.42266147716231584,0.7735228473183362,-0.5097011791734016
0.5279487005058618,0.5568087767538187,0.11547987282126597
0.7944486238950822,0.9861186778813721,0.5703254043045969
0.3988420544440383,0.3732387855723156,0.8657632919909077
0.045861336017475884,0.37804186386245875,0.6699300600921659
0.9337450890480264,0.46005164432544887,0.28914086409869977
0.8271848204116522,0.4673752155989871,0.0031413655385354455
0.9833312295810532,0.059836415600671655,-0.28628790356929273
0.23924727116281386,0.3781153310372676,-0.05815886349332133
0.33520360955088013,0.650539320290939,-0.0527079273915092
0.981402775886939,0.8736582599079312,-0.27157476720620594
0.707605132321886,0.995112562549808,0.936039181252852
0.009086773677530635,0.72812094626144,-0.11438415665452742
0.2718419650313032,0.6760220467802356,0.25403742469830126
0.10491699037937963,0.07947322103982302,0.29120569367842836
0.17319025087411666,0.44195143918039814,0.6297794021867613
0.22512839357064107,0.6067757420214889,-0.4434027775602175
0.6985288640313417,0.159013774188415,-0.8358566314552808
0.856172500996472,0.6536490970330068,0.07082979982969162
0.6411335045449144,0.12307387030492245,-0.5235514488566925
0.10684715469233597,0.5289995438328384,-0.07711174435206655
0.7453050867610332,0.10575089315256114,-1.0820284426385374
0.3474219339836069,0.2826020329293141,0.8610063573387399
0.16767823050750108,0.42692887766629484,0.5659409897197818
0.19295870981029106,0.8494986957853744,-0.6355795847632466
0.8803218393134791,0.4697227531659667,0.20873213391842596
0.31740313336823966,0.09459324823101611,1.3944704625689008
0.27623730776203737,0.7896338249836519,-1.3817907413275607
0.31392629054759613,0.7752285689382258,-1.2043762355204286
0.2140693871456396,0.9701280049140976,-1.2862481598843805
0.8394652583782657,0.5909076049950777,0.760976445313466
0.29259778910499035,0.12661734671541547,0.3735638378837258
0.06908294623199962,0.8974082183579758,-1.083303221983985
0.7091269999866766,0.7503485228469793,0.986506516971041
0.3493926020880461,0.35182211986120393,0.562699952169488
0.913713949863252,0.8262878999318415,-0.00020110957017521747
0.10133203284578074,0.5441179694749151,-0.3832777037532047
0.848102773821193,0.2854187582305222,-0.3350594651496521
0.5093998850944732,0.9947298592725314,-0.29807117244223014
0.03609778905519068,0.9914162495626412,0.1997234878997524
0.9061286154740018,0.35648606516566883,-0.06748177132150482
0.5750186287653701,0.6673952372524202,-0.3103311313507
0.887371873562726,0.0822382788407866,-0.37900593451161
0.24456860292425142,0.6014687884688682,-0.1478551723727332
0.42458244827483993,0.9898302318282713,-0.1363246981354828
0.21858198080896452,0.1623050622887221,0.9518079554068759
0.9714747275411001,0.3631836059874973,-0.7436488069611092
0.6972554710739856,0.4786904600074886,-0.28748914581581514
0.49529149812370665,0.6299219319446712,0.30590889881003613
0.9106166051687806,0.12630740461403756,-0.7423936717850588
0.7418175306957031,0.11210491639863751,-1.0818583423492174
0.4853359055382349,0.5030441830160298,-0.35481544487839267
0.32887305514379017,0.7605158235856075,0.04028522820078784
0.7389413885478809,0.47211586381201975,0.5291584257084712
0.9881686211121996,0.9863227480815945,0.1756768518702701
0.9851327864230569,0.2776508084141962,-0.49757216856455694
0.8769912247294592,0.8290455928335446,0.8049318218547844
0.24509192131279212,0.5161797900817883,-0.20378435140569148
0.4971490113729864,0.8740971916263036,0.24531659767183853
0.961648237951554,0.5111456789716907,0.23978852822922953
0.8359938441146285,0.3022759982113198,-0.5735615080666333
0.07186868222850262,0.5309524786660861,-0.3889003065828277
0.32172451140504743,0.20453927498306212,1.0341242252326541
0.793671717115687,0.9214360059124884,1.0009712732018983
0.4579701674679588,0.9145383907677915,-0.327780088551012
0.037798067042645433,0.773921418469055,-0.23643101249877485
0.6632763040650729,0.27038911589644143,-0.465557670487997
0.6812265643076157,0.7623518144997312,0.6788851550140985
0.30015767069479515,0.007755159848567672,0.8691110591085655
0.28532202326045153,0.4564355050260701,0.05308155563839323
0.06350849613082965,0.7231506866363925,-0.4530530798699498
0.07168656169193299,0.362642483018365,1.0881037962298807
0.6686240103689913,0.43293649283971525,-0.06894669513671925
0.4562191607996463,0.5447286581166619,0.10377588942484241
0.1728805379697993,0.563617891194008,-0.545955736231462
0.979793396125764,0.29985074112558474,-0.408806586295596
0.5236961666150038,0.9283440579073015,0.17552181377176687
0.6570851280356285,0.20504154521740192,-0.8346875523182836
0.297901136415726,0.25065910601811614,0.5631971977393513
0.5450759231362421,0.6378347032360326,0.25194947005366486
0.45489155026846506,0.2424171737127504,0.44600877557769314
0.2959091393146631,0.9754365595870782,-0.8135725317799359
0.5096366143531735,0.1687576427119839,-0.13015896912677694
0.04764557914246337,0.8712552476786183,-0.4204167424729758
