"y","x"
8.440688126378989,0.2806405892201047
3.3675376327301834,0.8984995657707042
2.99896623244499,0.7827925647795193
5.698011626418685,0.5878612253090987
6.061401192395576,0.35996059671073466
4.98849863038645,0.539732982279268
5.149570444878591,0.8157430464208015
3.6266809075844435,0.7740280692692776
2.293930016284307,0.6493431107026684
7.917396015214921,0.20524015924569938
9.022444758745584,0.25944180564222385
3.7461007092368184,0.7160136485673063
2.5521745884347764,0.7372488287011423
6.302314116858101,0.9396087783515923
7.2979217248746,0.4383536307134399
4.974078464462243,0.7541508727044548
6.383619733171134,0.9551086629783319
3.7647875658620014,0.8398511078500508
2.8878879407939833,0.8502783906029829
5.670748495731818,0.8669261101222498
6.442333434793387,0.5716220121055813
5.334119270892614,0.07698248568999655
6.808583170258494,0.2740770545922113
6.083072714036506,0.09292462659847
5.335343684443839,0.42702661104421713
3.514974584151784,0.5898993217157928
3.2120859087537266,0.8314076586525563
3.6059431214231092,0.8362909196801069
7.861600069336766,0.20080851079176587
6.417765042346614,0.2685444141953255
7.233771770696836,0.23361532752987335
6.786851452914979,0.8083740499562846
6.373817212384522,0.46079048180539917
3.699048096919937,0.5734114748696784
6.736553942563834,0.3206003721167556
5.991844397767556,0.035752410122076084
3.9569079173852106,0.5841367744172403
3.939172615741429,0.558172495572572
3.4379078614718965,0.8978564707421586
2.5823419520904722,0.7993807005838716
7.26029171300252,0.3024317552007234
3.3914151906137686,0.6088128438265663
9.380673345354884,0.2866666038064676
8.807313701220075,0.6097957074197367
8.268345793699996,0.1341504797441766
3.1682028018997768,0.6235569064597373
3.5479315693303106,0.833204490272943
5.48789084634989,0.9979541059257937
2.904995472044762,0.9243783527645959
3.209438975735434,0.8413495760145289
5.139021429237049,0.7128693357041356
4.234917112728148,0.885471757510917
8.295822543108901,0.2486329030592107
3.333243762103441,0.7739380830679434
6.813628597741394,0.07068658466534283
7.890663547802661,0.3237252960899637
4.308892024252243,0.6687212878146962
5.8041063447146435,0.4380109052067842
3.2737913446090556,0.9325416497618977
3.0959514793180416,0.8748161629352793
6.964612942294351,0.07084883567020217
7.390766844247298,0.37423148886179924
4.727203256851763,0.49613297165003
6.614198372446948,0.2888555701572748
3.135425471280289,0.7895531690982336
