"x","y"
0.000716689741238952,1.36052853779802
0.00414253072813153,1.31480712352982
0.00471166265197098,0.700609194131563
0.00681889825500548,1.55682012173252
0.0118450163863599,0.803924121126556
0.0220024406444281,1.03901525134454
0.0236542162019759,0.881239140584941
0.0872574567329139,0.99280789077717
0.112293098587543,1.09459830739179
0.116809473372996,1.07545273849174
0.12896638805978,1.03639843339654
0.159388450440019,1.08698800356149
0.216759333852679,0.929296815131025
0.240793399745598,0.932308459583838
0.247312674298882,0.587601139760747
0.256836194777861,0.974683518138164
0.26994154904969,0.940357888040654
0.336924724979326,1.92942498615118
0.341155827278271,0.711801930436909
0.348524011205882,1.16436890897338
0.352462084963918,0.676579895723807
0.386616485193372,0.696413970694726
0.387267850572243,1.17520242154314
0.399988854769617,0.843634826377183
0.403999791713431,1.14360847193937
0.407141391187906,1.01687637856203
0.409471080405638,0.962142346152144
0.416130503173918,0.541387741385425
0.421437282348052,0.783400635191004
0.445339820114896,1.21388579058638
0.447216157335788,1.33104279987609
0.473715624539182,1.02319197692777
0.510487443767488,1.18551632200772
0.513792991172522,1.52367130905316
0.538667217828333,1.62864232749073
0.558306470280513,0.875411176016773
0.563607132062316,1.17147961555761
0.568421806208789,1.56906314182774
0.584028431447223,1.07399859006681
0.590983464382589,1.20199648319285
0.592231026850641,1.1924116456416
0.622976918471977,0.964489658613285
0.625709870830178,1.09850990659659
0.649156245170161,1.23274734700947
0.64970193291083,1.11764601503518
0.651473094709218,1.57655584007072
0.700570576591417,1.118744688791
0.70111019583419,1.13331903929388
0.721634218934923,1.48100061174816
0.766286473022774,0.974104596944336
0.777781727956608,1.28376191732876
0.783263891469687,0.832878420821039
0.813859844114631,1.66180181973705
0.858418604359031,1.24918449150017
0.863249256508425,1.19306997860901
0.880871524102986,0.969803576589178
0.915655108401552,1.35459267069994
0.950925713405013,1.1328839203989
0.951160055352375,1.21302812703125
0.972257857443765,1.76906872786913
0.999215950258076,1.34258996848486
1.00028163380921,1.07420873320538
1.04024474462494,1.46342265229617
1.06699786148965,1.31830921638378
1.07016599806957,1.60564271657465
1.07708491757512,1.86166391153267
1.12646989384666,1.15789673026947
1.13867772161029,1.59803530495492
1.164324848447,1.49965882262904
1.16683508595452,1.74409311776686
1.17061040131375,1.40834789977916
1.18332300544716,1.73454037526781
1.18491913564503,0.960827421802441
1.19545623427257,1.99640458363451
1.23190537746996,1.76720850153284
1.23561621364206,1.46440850073083
1.24214904522523,1.07823015108682
1.28248339681886,1.72631330315901
1.29525374667719,1.68491016189137
1.30731475492939,1.54424890132047
1.34090888430364,1.60900357793108
1.35565948323347,1.39604089901648
1.35819471767172,1.68324402010918
1.37322532874532,1.66889712942621
1.3868784676306,1.50393234048557
1.39220865396783,1.18966259384003
1.42499124468304,1.81823415013332
1.43819569260813,1.78136171610723
1.44093038700521,1.3656836936186
1.54263535304926,1.19394338490145
1.54322312492877,1.7341350873026
1.54323880397715,1.56912986159772
1.54518998949789,1.74952800740934
1.5572878473904,1.29230695865388
1.59562330925837,1.41436870237304
1.605709831696,2.0335847464512
1.60728386999108,1.82988107184823
1.60736998147331,1.88474390977815
1.61213008593768,2.25607968657183
1.65148225310259,1.77275603126437
1.6809982387349,1.15097635560532
1.69094052468427,1.85720174041881
1.69946527224965,2.11346607529554
1.72042769682594,2.39228583607338
1.73946269717999,1.37266009875988
1.7448120075278,1.44364886999676
1.76903491071425,1.59166175367549
1.77691272762604,1.49193330047598
1.80529870628379,1.63161681803054
1.81042225426063,1.77284661379289
1.82681235764176,1.47811027642708
1.83533593034372,2.45479943302118
1.83639927045442,1.87669381836637
1.85651462199166,1.83153717679233
1.85747772012837,2.00605167889973
1.87084037158638,1.87688190530082
1.87873603357002,1.83094760553379
1.89452189672738,2.3234790606986
1.91993630840443,1.831331553407
1.92523655667901,1.51471345209738
1.93689563521184,2.02289212902912
1.97097687120549,1.82352792147381
2.00227954401635,1.7926757572971
2.02682182355784,1.64478668516869
2.03183049056679,2.09701961111735
2.03577860374935,1.91889670845944
2.04049253440462,2.12890214499326
2.05550918821245,1.91379898533294
2.07961446116678,1.80256425523385
2.11519435211085,2.39904878335148
2.15733675495721,1.97108108572943
2.15806751302443,2.33749584707952
2.15813577384688,1.69268223548047
2.15897187707014,1.91389443239863
2.1734927999787,1.98288862103264
2.18919028993696,1.95723098959406
2.1939464318566,2.48242422890748
2.19973771716468,2.0749976565638
2.20058387867175,2.15568209241084
2.20228290301748,1.80088251629541
2.2097649439238,1.87003184309619
2.21278685331345,2.39032281046242
2.21956583764404,2.47317671038708
2.22679935581982,2.47535034552482
2.22956315916963,1.68843631492338
2.2319239389617,2.71927090252119
2.24208335042931,2.41648271439671
2.24638615851291,2.10643614524207
2.25456768809818,2.33130807056962
2.27863280265592,1.84588639191251
2.2935232759919,1.81908993863506
2.30709727713838,2.17239266543325
2.32747008791193,1.8128312906269
2.32747512822971,2.22938939699381
2.33642849558964,2.56818853472073
2.33810448436998,1.86993224570213
2.352328147972,1.9689229880754
2.35407832707278,2.20570266531742
2.3795736276079,1.90516032069681
2.38319093291648,2.0981208539439
2.43316542380489,2.51210772242613
2.45169133320451,2.55508376601797
2.46421177173033,2.3888436846781
2.47403821907938,1.72568262720163
2.48447545571253,2.27290042503966
2.48682639165781,2.61032595549731
2.49134287820198,2.53830403052588
2.4987482407596,2.242771059656
2.50801277998835,1.49715090090068
2.51040467829444,2.32726004193208
2.54906915570609,2.5110465248097
2.55144825205207,2.35451766463081
2.58788933116011,2.41660722017959
2.66326471650973,2.55913829945508
2.71090357541107,2.34959394477517
2.71209416189231,2.86253220534441
2.71721439273097,2.61487522594628
2.71980422339402,2.10309258427874
2.74441813048907,2.91076366998252
2.75371210207231,2.8653741916579
2.75416925176978,2.75164030191142
2.75761178741232,2.00850479120936
2.77693424583413,2.3527028526194
2.79910238203593,2.73286502447083
2.80401674145833,2.55949534034745
2.8044688613154,2.6511662142216
2.81122623989359,3.29038353273759
2.81215754896402,2.30778388426096
2.82004356826656,1.92605856210477
2.82736707595177,2.64838425111423
2.83416097657755,2.3658148765971
2.84000469767489,2.71092132758274
2.87272978993133,2.36165952519044
2.88771088072099,3.2820345785493
2.88782404130325,2.581404912071
2.91289983107708,2.49729490474595
2.92061974131502,2.59742065537579
2.93467928515747,2.91850384118162
2.94845159375109,2.7011752713683
2.96667518676259,2.20056848541685
